                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.46161,                0.84268,                 0.2731,                0.93479,                0.91335,                0.83861,                0.91175,                0.76306,                0.90329,                 0.8282,                0.89792,                0.72467,                      0,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                     81,                0.46082,                0.81664,                0.26856,                0.92886,                0.87012,                0.86059,                0.91402,                0.77082,                0.83798,                0.88539,                0.90433,                 0.7328,                      0,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                     82,                0.45729,                0.83311,                0.26993,                0.92356,                0.86276,                0.89879,                0.91486,                0.76372,                0.85644,                0.89231,                0.90321,                0.72811,                      0,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                     83,                0.44948,                0.79574,                0.26377,                0.92655,                0.86626,                0.87262,                 0.9085,                0.76579,                0.92156,                0.82701,                0.89986,                0.73186,                      0,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                     84,                0.44796,                0.81084,                0.26097,                0.92162,                0.89892,                0.83911,                0.90152,                 0.7572,                0.90201,                0.84029,                0.89652,                0.72819,                      0,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                     85,                0.43938,                0.78747,                0.25802,                0.92021,                0.91123,                0.85577,                0.91673,                0.75545,                0.90309,                0.84885,                0.90362,                 0.7281,                      0,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                     86,                0.43925,                0.78856,                0.26096,                0.92365,                0.92029,                0.84179,                0.90713,                 0.7603,                0.91715,                0.83847,                0.90176,                0.72795,                      0,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                     87,                0.43984,                0.79707,                0.25326,                0.92483,                0.87209,                0.86502,                0.89223,                0.74504,                0.87186,                 0.8648,                0.88471,                0.72035,                      0,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                     88,                0.44519,                0.80846,                0.25558,                0.92316,                0.87509,                0.84525,                  0.905,                0.76376,                0.87644,                0.84664,                0.89514,                0.73023,                      0,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                     89,                 0.4364,                0.80461,                0.25422,                0.92249,                0.86007,                0.85355,                0.90379,                0.75967,                0.86996,                0.84743,                0.89152,                0.72946,                      0,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                     90,                0.37736,                 0.7476,                0.22453,                0.90353,                0.89643,                0.82773,                0.90761,                0.76061,                 0.8983,                0.82663,                0.90189,                0.72842,                      0,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                     91,                0.36528,                0.72673,                0.20408,                0.89692,                0.89948,                0.86523,                0.91469,                0.75866,                0.89166,                0.85738,                0.90401,                0.72738,                      0,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                     92,                0.35785,                 0.7223,                0.20035,                0.89221,                0.91109,                0.83788,                0.90897,                0.76624,                0.87164,                0.85607,                0.89714,                0.73029,                      0,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                     93,                0.35225,                0.68583,                0.19538,                0.88879,                0.91139,                0.85575,                0.91127,                0.76112,                0.90445,                0.84872,                0.89919,                0.73176,                      0,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                     94,                0.34114,                0.68564,                0.18443,                0.88008,                0.91979,                0.83034,                  0.903,                0.75786,                0.90866,                0.81998,                0.89081,                0.72645,                      0,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                     95,                0.34934,                0.67957,                0.18406,                0.88273,                0.86894,                0.87995,                0.91101,                0.76627,                 0.8601,                0.87053,                0.89668,                0.73815,                      0,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                     96,                0.34057,                0.66847,                0.18354,                0.87792,                0.91752,                0.82987,                0.91094,                0.76856,                0.90796,                0.81948,                0.89889,                0.73834,                      0,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                     97,                  0.337,                0.67077,                0.18238,                0.87982,                0.92518,                0.85892,                0.91263,                0.76934,                0.91443,                0.84235,                0.89758,                0.73905,                      0,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                     98,                 0.3313,                0.66782,                 0.1794,                0.87456,                0.91752,                0.84597,                0.91251,                0.77379,                0.91182,                 0.8372,                0.90061,                0.73883,                      0,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                     99,                0.32925,                0.71222,                0.17665,                0.87425,                0.91591,                0.85552,                0.91168,                0.77102,                0.90951,                0.84905,                 0.8978,                0.73785,                      0,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
